Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,TotalConsumption
14,18.24,63.42,4.918,148.6,150.2,34231.89873,20615.19757,16620.72289,71467.81919000001
15,18.18,65.32,4.916,130.9,131.5,34231.89873,20516.71733,16591.80723,71340.42329
15,18.16,65.35,4.915,120.7,120.7,34189.36709,20713.67781,16649.63855,71552.68345
15,18.16,66.29,4.916,103.4,103.8,33903.79747,20545.89666,16325.78313,70775.47726
15,17.51,75.5,4.915,91.9,92.2,33691.13924,20498.48024,16348.91566,70538.53513999999
15,16.73,77.2,4.914,64.88,64.15,33636.4557,20429.17933,16192.77108,70258.40611
15,16.63,77.3,4.918,60.9,61.23,33563.5443,20272.34043,16320.0,70155.88473
16,17.07,76.3,4.918,58.31,59.0,33399.49367,19929.48328,16366.26506,69695.24201
16,17.32,71.0,4.917,56.65,57.38,33344.81013,19914.89362,16175.42169,69435.12544
16,17.24,71.3,4.916,65.39,66.71,33192.91139,19779.93921,16048.19277,69021.04337
16,17.2,74.6,4.914,70.6,72.1,33211.13924,19375.07599,16106.0241,68692.23933
16,16.7,77.8,4.91,59.89,61.1,33034.93671,19294.83283,16198.55422,68528.32376
16,16.68,76.7,4.912,66.57,68.46,33180.75949,19535.56231,16337.3494,69053.6712
17,16.8,74.7,4.916,70.6,72.4,32992.40506,19634.04255,16487.71084,69114.15844999999
17,16.75,75.8,4.915,63.08,63.98,33417.72152,20038.90578,16956.14458,70412.77188
17,16.84,75.7,4.912,71.2,73.2,33794.43038,20279.63526,17626.98795,71701.05359
17,16.89,73.6,4.913,57.1,58.48,34693.67089,20487.53799,18760.48193,73941.69081
17,16.79,74.2,4.91,45.26,45.9,35714.43038,21293.61702,20784.57831,77792.62571
17,16.98,74.0,4.913,37.35,37.82,38205.56962,22975.07599,22831.80723,84012.45284000001
18,17.3,69.59,4.914,23.79,23.99,40684.55696,24674.77204,23976.86747,89336.19647
18,17.18,69.76,4.915,11.38,11.5,42756.4557,25572.03647,24838.55422,93167.04639
18,16.69,78.0,4.912,5.002,5.006,43485.56962,25889.3617,25243.37349,94618.30481
18,16.31,78.3,4.915,2.686,2.833,43673.92405,25896.65653,25283.85542,94854.43600000002
18,16.57,75.9,4.915,0.823,0.857,43704.3038,25794.52888,25306.98795,94805.82063
18,16.56,75.8,4.912,0.977,1.046,43443.03797,25838.29787,25353.25301,94634.58885
19,16.62,74.6,4.912,0.179,0.2,43236.4557,25484.49848,25607.71084,94328.66502
19,16.63,74.2,4.915,0.048,0.13,43218.22785,25652.27964,25630.84337,94501.35086
19,16.31,76.8,4.912,0.029,0.137,43388.35443,25619.45289,25723.37349,94731.18080999999
19,16.49,74.8,4.913,0.026,0.215,43084.55696,25652.27964,25532.53012,94269.36672
19,16.31,77.2,4.913,0.048,0.152,42938.73418,25696.04863,25596.14458,94230.92739
19,16.07,78.6,4.914,0.037,0.189,42701.77215,25604.86322,25561.44578,93868.08115
20,16.1,78.7,4.91,0.04,0.159,42574.17722,25630.39514,25538.31325,93742.88561
20,16.34,76.1,4.913,0.022,0.163,42774.68354,25812.76596,25850.60241,94438.05191000001
20,16.51,75.6,4.915,0.044,0.122,43297.21519,25871.12462,25954.6988,95123.03861
20,16.53,74.8,4.913,0.026,0.163,43418.73418,25860.18237,26116.62651,95395.54306
20,16.21,78.6,4.915,0.029,0.152,43230.37975,25856.53495,26018.31325,95105.22795
20,15.93,79.6,4.911,0.037,0.13,43236.4557,25958.66261,25775.42169,94970.54
21,16.14,78.9,4.909,0.022,0.13,42853.67089,25685.10638,25515.18072,94053.95799000001
21,16.6,76.5,4.913,0.055,0.171,42726.07595,25634.04255,25463.13253,93823.25103
21,16.88,71.9,4.914,0.048,0.13,42197.46835,25601.21581,25359.03614,93157.7203
21,16.9,71.8,4.912,0.037,0.119,41395.44304,25243.769,25052.53012,91691.74216
21,16.87,72.4,4.916,0.037,0.156,41036.96203,25251.06383,24977.3494,91265.37526
21,16.94,71.5,4.917,0.044,0.108,40824.3038,24973.86018,24798.07229,90596.23627
22,16.75,74.6,4.911,0.033,0.126,40210.63291,24587.23404,24693.9759,89491.84285
22,16.44,77.2,4.913,0.026,0.185,39572.65823,24437.68997,24410.60241,88420.95061
22,16.39,77.6,4.915,0.04,0.137,39202.02532,24127.65957,24167.71084,87497.39573
22,16.86,73.8,4.912,0.026,0.122,38521.51899,23748.32827,23653.01205,85922.85931
22,17.05,70.9,4.915,0.033,0.126,37913.92405,23277.81155,23167.22892,84358.96452000001
22,17.09,70.8,4.914,0.033,0.152,37069.36709,22639.51368,22658.31325,82367.19402
23,17.07,70.9,4.909,0.018,0.163,35957.46835,22037.68997,22080.0,80075.15832
23,17.18,70.3,4.915,0.044,0.1,34772.65823,21377.5076,21351.3253,77501.49113
23,17.22,69.33,4.912,0.033,0.137,33897.72152,20779.33131,20715.18072,75392.23355
23,17.21,69.69,4.912,0.055,0.156,32889.11392,20184.80243,20212.04819,73285.96454
23,17.08,70.6,4.913,0.04,0.182,32263.29114,19889.3617,19870.84337,72023.49621
23,17.12,70.5,4.916,0.048,0.133,31376.20253,19203.64742,19396.62651,69976.47646
0,17.1,70.9,4.908,0.029,0.133,30270.37975,18579.93921,18644.81928,67495.13824
0,17.09,72.1,4.91,0.04,0.137,29638.48101,18237.08207,18361.44578,66237.00886
0,16.87,73.7,4.916,0.048,0.082,29109.87342,17719.14894,17979.75904,64808.78140000001
0,16.97,73.1,4.914,0.029,0.126,28368.60759,17277.81155,17465.06024,63111.47938
0,16.98,72.2,4.915,0.048,0.108,27360.0,16964.13374,17054.45783,61378.591570000004
0,16.99,72.5,4.916,0.051,0.104,26254.17722,16606.68693,16626.50602,59487.37017
1,16.96,72.9,4.911,0.048,0.141,26023.29114,16190.88146,16337.3494,58551.522000000004
1,16.86,73.3,4.914,0.022,0.093,25859.24051,15767.78116,16146.50602,57773.52769
1,16.96,73.2,4.915,0.037,0.133,25385.31646,15636.47416,15944.09639,56965.88701
1,16.66,75.9,4.916,0.022,0.133,25069.36709,15162.31003,15683.85542,55915.53254
1,16.61,76.0,4.914,0.04,0.115,24874.93671,14961.70213,15602.89157,55439.53041
1,16.87,74.4,4.913,0.033,0.126,24218.73418,14779.33131,15325.3012,54323.36669
2,16.93,72.4,4.909,0.033,0.122,24085.06329,14465.6535,15325.3012,53876.01799
2,16.89,73.8,4.914,0.033,0.152,23811.64557,14378.1155,15122.89157,53312.65264
2,16.69,74.3,4.916,0.033,0.119,23902.78481,14224.92401,14972.53012,53100.238939999996
2,16.65,75.1,4.912,0.033,0.089,23659.74684,14239.51368,14851.08434,52750.34486
2,16.83,72.2,4.911,0.029,0.111,23586.83544,13955.0152,14804.81928,52346.66992
2,16.73,73.5,4.912,0.022,0.119,23355.94937,13882.06687,14822.16867,52060.184909999996
3,16.7,73.8,4.913,0.062,0.074,22961.01266,13747.11246,14799.03614,51507.16125999999
3,16.47,76.6,4.913,0.04,0.111,22711.89873,13539.20973,14613.9759,50865.08436
3,16.37,76.9,4.916,0.066,0.093,22517.46835,13681.45897,14307.46988,50506.39720000001
3,16.27,78.0,4.916,0.062,0.1,22371.64557,13597.56839,14191.80723,50161.02119
3,16.15,78.9,4.916,0.055,0.126,22189.36709,13517.32523,14191.80723,49898.49955
3,16.23,78.6,4.916,0.018,0.122,22201.51899,13644.9848,14151.3253,49997.82909
4,16.26,78.4,4.914,0.077,0.093,22195.44304,13283.89058,14070.36145,49549.69507
4,16.09,79.8,4.916,0.055,0.093,21982.78481,13338.60182,14139.75904,49461.14567
4,16.14,79.4,4.914,0.033,0.108,22092.1519,13404.25532,14186.0241,49682.43132
4,16.26,77.9,4.912,0.026,0.122,22237.97468,13422.4924,14139.75904,49800.22612000001
4,15.97,78.5,4.914,0.059,0.104,22128.60759,13448.02432,14157.10843,49733.74034
4,16.07,77.6,4.914,0.048,0.156,22183.29114,13561.09422,14099.27711,49843.66247
5,16.25,76.8,4.911,0.018,0.074,22213.67089,13692.40122,14180.24096,50086.313070000004
5,16.23,76.8,4.915,0.055,0.093,22225.82278,13655.92705,14411.56627,50293.3161
5,16.19,76.9,4.913,0.073,0.111,22608.60759,13969.60486,14417.3494,50995.56185
5,16.08,76.9,4.914,0.048,0.108,22778.73418,14119.14894,14405.78313,51303.666249999995
5,16.22,76.3,4.912,0.037,0.119,22894.17722,14407.29483,14613.9759,51915.44795
5,16.09,76.3,4.914,0.048,0.074,24255.18987,14844.9848,15157.59036,54257.76503
6,15.93,77.6,4.916,0.04,0.167,24473.92405,15067.4772,15093.9759,54635.37715
6,16.2,76.7,4.911,0.055,0.104,24893.16456,15107.59878,14984.09639,54984.859730000004
6,16.25,72.9,4.911,0.033,0.1,25111.89873,14976.29179,14833.73494,54921.925460000006
6,16.17,72.6,4.911,0.018,0.122,24996.4557,15001.82371,14694.93976,54693.219170000004
6,16.26,72.6,4.912,0.037,0.108,24716.96203,14553.19149,14596.62651,53866.78003
6,16.2,73.1,4.912,0.033,0.111,23890.63291,13889.3617,14029.87952,51809.874130000004
7,16.13,73.7,4.917,0.051,0.126,23027.8481,13652.27964,13220.24096,49900.36869999999
7,15.99,76.5,4.914,0.026,0.156,22432.40506,13601.21581,12225.54217,48259.16304
7,15.46,80.2,4.917,0.077,0.096,22043.5443,13469.90881,11439.03614,46952.48925
7,14.89,82.8,4.922,0.091,0.096,22067.8481,13520.97264,11016.86747,46605.68820999999
7,14.53,82.6,4.923,0.081,0.111,22225.82278,13510.0304,10999.51807,46735.37125
7,14.54,80.8,4.924,0.077,0.126,22620.75949,13572.03647,10918.55422,47111.35018
8,14.78,79.8,4.922,0.242,0.252,23246.58228,14130.09119,11311.80723,48688.48069999999
8,14.8,76.1,4.918,1.058,1.15,23993.92405,14440.12158,11624.09639,50058.14202
8,14.74,73.1,4.916,4.713,4.639,24893.16456,14943.46505,11994.21687,51830.84648000001
8,14.67,71.4,4.917,15.03,15.14,25221.26582,15461.39818,11780.24096,52462.90496
8,14.73,71.6,4.911,39.94,39.89,25986.83544,15815.19757,11907.46988,53709.50289
8,15.07,67.62,4.912,50.73,49.19,26521.51899,16147.11246,12289.15663,54957.78808
9,15.39,60.78,4.917,120.1,120.4,27530.12658,16705.16717,12792.28916,57027.58291
9,15.61,58.21,4.917,212.5,214.8,28429.36709,17062.61398,13457.3494,58949.33046999999
9,15.87,57.68,4.92,235.1,234.9,28927.59494,17493.00912,13671.3253,60091.929359999995
9,15.66,61.55,4.922,340.7,348.1,29273.92405,17927.05167,13972.04819,61173.02391
9,15.43,64.15,4.917,371.0,375.3,29753.92405,18164.13374,14174.45783,62092.515620000006
9,15.18,66.36,4.916,330.5,327.8,30124.55696,18550.75988,14642.89157,63318.20841
10,14.99,69.46,4.914,214.0,206.9,30798.98734,18951.97568,14799.03614,64549.99915999999
10,15.03,69.53,4.912,120.9,115.0,31473.41772,19065.04559,15070.84337,65609.30668000001
10,15.19,70.1,4.908,126.4,120.5,32038.48101,19294.83283,15307.95181,66641.26565
10,15.38,69.16,4.91,71.9,70.6,32324.05063,19623.1003,15539.27711,67486.42804
10,15.47,68.49,4.914,89.3,89.4,32779.74684,20126.44377,15735.90361,68642.09422
10,15.38,69.19,4.914,71.9,69.99,33399.49367,19958.66261,15926.74699,69284.90327000001
11,15.41,67.99,4.913,128.5,126.7,33429.87342,20494.83283,16279.51807,70204.22432000001
11,15.63,66.29,4.915,148.1,146.0,33624.3038,20728.26748,16320.0,70672.57128
11,15.91,66.09,4.916,167.7,164.0,33867.34177,20447.41641,16267.95181,70582.70999
11,15.87,66.09,4.914,123.7,120.9,34705.82278,20739.20973,16620.72289,72065.75540000001
11,15.95,66.86,4.914,80.0,77.3,35058.22785,20877.81155,16840.48193,72776.52133
11,15.96,68.32,4.914,83.9,82.2,34857.72152,21020.06079,16707.46988,72585.25219
12,15.85,72.4,4.91,92.1,93.3,34724.05063,21151.36778,16782.6506,72658.06901
12,15.6,73.4,4.91,181.0,176.0,35137.21519,21023.70821,16909.87952,73070.80292
12,15.82,72.0,4.911,119.2,117.7,34869.87342,21330.09119,16886.74699,73086.71160000001
12,16.0,71.9,4.909,174.5,166.9,35070.37975,21304.55927,16979.27711,73354.21613
12,16.05,72.1,4.909,118.1,117.4,35112.91139,21330.09119,17204.81928,73647.82186
12,16.09,72.8,4.914,141.4,142.6,34863.79747,21497.87234,17274.21687,73635.88668
13,16.13,72.6,4.91,103.2,104.6,34675.44304,21479.63526,17123.85542,73278.93372
13,16.04,74.8,4.914,110.2,111.1,35179.74684,21279.02736,17216.38554,73675.15974
13,15.62,81.0,4.919,94.4,95.5,35155.44304,21344.68085,17089.15663,73589.28052
13,15.2,82.0,4.921,78.7,79.5,35003.5443,21304.55927,17106.50602,73414.60959000001
13,15.48,81.1,4.924,97.7,97.6,34815.18987,20976.29179,17123.85542,72915.33708
13,15.81,77.5,4.921,82.8,84.2,34638.98734,20903.34347,17112.28916,72654.61997
14,15.54,80.3,4.918,74.6,76.0,34353.41772,21107.59878,16875.18072,72336.19722
14,14.63,82.3,4.928,122.6,125.6,34231.89873,21191.48936,16782.6506,72206.03869
14,14.77,81.8,4.924,104.5,106.3,34080.0,21180.54711,16776.86747,72037.41458
14,15.05,77.3,4.923,133.1,135.1,33830.88608,21147.72036,16724.81928,71703.42572
14,15.46,74.6,4.92,116.0,118.3,33636.4557,20968.99696,16823.13253,71428.58519
14,15.59,71.5,4.921,131.8,135.2,33612.1519,20939.81763,16724.81928,71276.78881
15,15.31,70.7,4.919,136.6,139.2,34213.67089,21147.72036,16695.90361,72057.29486
15,15.62,68.72,4.919,130.8,133.8,33952.40506,21111.2462,16638.07229,71701.72355
15,15.75,68.36,4.916,115.5,118.4,33168.60759,20852.27964,16834.6988,70855.58603
15,15.81,68.36,4.916,116.8,119.4,32743.29114,20611.55015,16747.95181,70102.7931
15,15.87,67.59,4.917,97.7,99.2,32652.1519,20381.76292,16562.89157,69596.80639000001
15,15.98,65.35,4.916,87.6,89.8,32731.13924,20316.10942,16476.14458,69523.39324
16,15.78,60.11,4.922,69.0,71.7,32652.1519,20257.75076,16493.49398,69403.39663999999
16,15.62,60.85,4.919,57.98,60.51,32688.60759,20122.79635,16690.12048,69501.52442
16,15.56,62.85,4.919,58.01,60.92,32579.24051,19798.17629,16817.3494,69194.7662
16,15.54,63.42,4.92,117.5,124.1,32390.88608,19706.99088,16759.51807,68857.39503
16,15.73,65.15,4.918,209.7,230.1,32311.89873,19593.92097,16800.0,68705.8197
16,15.73,65.09,4.917,141.2,146.2,32354.43038,19630.39514,16967.71084,68952.53636
17,15.55,63.08,4.921,143.8,154.1,32433.41772,19564.74164,17146.98795,69145.14731
17,15.5,62.22,4.916,90.1,94.2,32931.64557,19732.5228,17447.71084,70111.87921
17,15.35,61.18,4.916,52.21,54.52,33672.91139,20286.93009,18083.85542,72043.69690000001
17,15.42,57.38,4.919,80.7,87.9,34973.16456,20979.93921,19095.90361,75049.00738
17,15.6,57.44,4.916,137.2,155.5,36279.49367,21589.05775,20871.3253,78739.87672
17,15.47,58.51,4.919,81.9,89.6,38485.06329,23044.3769,23092.04819,84621.48838
18,15.19,59.85,4.92,38.57,40.6,41097.72152,24652.88754,24260.24096,90010.85002
18,15.11,60.78,4.915,22.81,24.18,42610.63291,25502.73556,24948.43373,93061.8022
18,15.14,60.68,4.919,11.91,12.34,43291.13924,25491.79331,25706.0241,94488.95665
18,15.09,61.05,4.916,5.036,5.122,43357.97468,25513.67781,25711.80723,94583.45972000001
18,15.08,61.35,4.92,2.719,2.726,43534.17722,25539.20973,25723.37349,94796.76044
18,15.04,61.68,4.919,1.383,1.383,43254.68354,25575.68389,25659.75904,94490.12647
19,14.89,61.92,4.917,0.373,0.486,43285.06329,25517.32523,25717.59036,94519.97888
19,14.83,61.42,4.923,0.055,0.13,42993.41772,25630.39514,25873.73494,94497.5478
19,14.74,61.18,4.918,0.059,0.134,42963.03797,25407.90274,25856.38554,94227.32625
19,14.66,60.31,4.918,0.059,0.115,42786.83544,25400.6079,25636.62651,93824.06985
19,14.65,58.98,4.921,0.044,0.115,42458.73418,25305.77508,25648.19277,93412.70202999999
19,14.62,58.21,4.923,0.055,0.119,42574.17722,25367.78116,25653.9759,93595.93428
20,14.63,58.31,4.917,0.073,0.119,42349.36709,25396.96049,25769.63855,93515.96613
20,14.64,57.74,4.921,0.088,0.108,43175.6962,25572.03647,26081.92771,94829.66038
20,14.67,59.55,4.923,0.044,0.137,43430.88608,25462.61398,26209.15663,95102.65668999999
20,14.66,60.45,4.92,0.037,0.115,43297.21519,25506.38298,26174.45783,94978.056
20,14.69,61.55,4.924,0.07,0.085,43133.16456,25240.12158,25891.08434,94264.37048
20,14.62,63.12,4.919,0.044,0.122,42756.4557,25400.6079,25896.86747,94053.93106999999
21,13.8,66.52,4.918,0.077,0.104,42373.67089,25462.61398,25798.55422,93634.83909000001
21,12.71,69.46,4.922,0.033,0.119,41966.58228,25422.4924,25734.93976,93124.01444
21,12.46,69.96,4.923,0.059,0.111,41820.75949,25243.769,25607.71084,92672.23933
21,12.55,69.59,4.923,0.037,0.152,41401.51899,25265.6535,25573.01205,92240.18454
21,12.44,70.3,4.926,0.081,0.122,41030.88608,25221.8845,25434.21687,91686.98745
21,12.2,71.9,4.921,0.062,0.1,40769.62025,24941.03343,25017.83133,90728.48501
22,11.83,74.4,4.917,0.073,0.134,39864.3038,24620.06079,25035.18072,89519.54531
22,11.69,75.2,4.919,0.04,0.13,38880.0,24277.20365,24508.91566,87666.11931
22,11.72,74.8,4.923,0.081,0.108,38278.48101,23934.3465,24173.49398,86386.32149
22,11.77,74.2,4.92,0.07,0.115,37883.5443,23500.30395,23820.72289,85204.57114
22,11.94,71.7,4.923,0.073,0.111,37190.88608,23193.92097,23363.85542,83748.66247
22,12.03,71.4,4.92,0.066,0.093,36218.73418,22300.30395,22716.14458,81235.18271
23,12.05,70.5,4.916,0.062,0.156,35228.35443,21658.35866,22051.08434,78937.79743
23,11.98,71.0,4.921,0.055,0.119,34426.32911,21235.25836,21449.63855,77111.22602
23,11.67,72.3,4.923,0.073,0.1,33685.06329,20768.38906,20929.15663,75382.60898
23,11.56,72.4,4.917,0.073,0.104,32688.60759,20122.79635,20506.98795,73318.39189
23,11.46,71.8,4.922,0.07,0.126,31837.97468,19728.87538,19980.72289,71547.57295
23,11.47,69.63,4.921,0.048,0.152,31084.55696,19225.53191,19477.59036,69787.67923000001
0,11.57,66.26,4.915,0.059,0.119,29892.20339,18729.48328,18848.80402,67470.49068999999
0,11.48,66.76,4.922,0.055,0.082,29086.77966,18069.30091,18206.23116,65362.31173
0,11.43,67.62,4.923,0.029,0.126,28244.74576,17354.40729,17801.00503,63400.15808
0,11.42,67.89,4.923,0.029,0.13,27793.22034,17212.15805,17563.65829,62569.03668
0,11.3,68.02,4.921,0.062,0.089,27286.77966,16814.58967,17326.31156,61427.68089
0,11.38,68.12,4.92,0.07,0.078,26731.52542,16340.42553,17117.90955,60189.860499999995
1,11.4,67.89,4.917,0.077,0.111,26469.15254,16030.39514,16620.0603,59119.60798
1,11.61,66.72,4.915,0.04,0.13,25877.28814,15669.30091,16290.09045,57836.6795
1,11.68,63.38,4.923,0.048,0.122,25419.66102,15475.98784,16081.68844,56977.3373
1,11.52,63.99,4.92,0.055,0.104,25059.66102,15122.18845,16006.43216,56188.28163
1,11.46,63.89,4.92,0.07,0.111,24620.33898,14772.03647,15873.28643,55265.66188
1,11.37,63.22,4.922,0.062,0.119,24284.74576,14633.43465,15387.01508,54305.19549
2,11.32,63.15,4.916,0.048,0.126,24016.27119,14323.40426,15114.93467,53454.61012
2,11.23,62.45,4.917,0.059,0.193,23528.13559,13925.83587,15004.94472,52458.91618
2,11.09,62.48,4.924,0.07,0.115,23296.27119,14093.61702,14889.16583,52279.054039999995
2,11.13,61.52,4.922,0.088,0.111,23113.22034,13820.06079,14761.80905,51695.09018
2,11.17,61.62,4.922,0.095,0.145,23107.11864,13655.92705,14536.0402,51299.08589
2,10.77,63.72,4.922,0.062,0.104,23046.10169,13382.37082,14611.29648,51039.76899
3,10.86,63.22,4.917,0.07,0.104,22704.40678,13345.89666,14582.35176,50632.6552
3,11.01,61.21,4.92,0.062,0.1,22631.18644,13568.38906,14593.92965,50793.50515
3,10.94,61.32,4.922,0.073,0.126,22332.20339,13272.94833,14518.67337,50123.82509
3,10.8,61.82,4.92,0.088,0.1,22222.37288,13331.30699,14501.30653,50054.9864
3,10.69,62.08,4.92,0.062,0.111,22143.05085,13200.0,14524.46231,49867.51316
3,10.59,62.18,4.923,0.037,0.174,22124.74576,13232.82675,14541.82915,49899.401659999996
4,10.61,62.05,4.92,0.029,0.134,22179.66102,13207.29483,14437.62814,49824.58399
4,10.56,62.62,4.923,0.04,0.148,22149.15254,13094.22492,14385.52764,49628.9051
4,10.56,62.68,4.922,0.066,0.082,22179.66102,13083.28267,14402.89447,49665.83816
4,10.67,60.45,4.923,0.059,0.108,22246.77966,13097.87234,14275.53769,49620.18969
4,10.64,59.35,4.921,0.066,0.141,22185.76271,13006.68693,14391.31658,49583.76622
4,10.64,61.25,4.921,0.077,0.1,22338.30508,13090.57751,14431.8392,49860.721789999996
5,10.53,61.88,4.922,0.062,0.085,22454.23729,13225.53191,14420.26131,50100.030510000004
5,10.56,61.95,4.925,0.033,0.13,22387.11864,13375.07599,14553.40704,50315.60167
5,10.58,61.32,4.921,0.044,0.134,22356.61017,13561.09422,14536.0402,50453.74459
5,10.56,61.01,4.921,0.07,0.119,22643.38983,13717.93313,14680.76382,51042.08678
5,10.44,61.18,4.923,0.059,0.119,23040.0,13841.94529,14871.79899,51753.74428
5,10.37,60.85,4.918,0.055,0.134,24181.01695,14815.80547,15358.07035,54354.89277
6,10.19,61.62,4.921,0.048,0.178,24534.91525,14750.15198,15132.30151,54417.36874
6,10.11,62.22,4.924,0.095,0.111,24663.05085,14826.74772,15057.04523,54546.8438
6,10.26,61.45,4.921,0.066,0.167,24541.01695,14775.68389,14825.48744,54142.18828
6,10.2,60.42,4.924,0.062,0.093,24235.9322,14637.08207,14622.87437,53495.88864
6,10.15,60.58,4.922,0.102,0.093,23772.20339,14359.87842,14489.72864,52621.81045
6,10.19,60.22,4.923,0.084,0.078,23131.52542,13736.17021,13829.78894,50697.48457
7,10.16,60.38,4.922,0.073,0.108,22228.47458,13681.45897,12984.60302,48894.536570000004
7,10.14,60.42,4.924,0.081,0.111,20855.59322,13382.37082,11994.69347,46232.65751
7,10.09,60.62,4.918,0.055,0.163,20513.89831,13444.3769,11195.8191,45154.09431
7,10.02,61.12,4.92,0.088,0.096,20648.13559,13167.17325,10842.69347,44658.002309999996
7,9.81,63.06,4.92,0.062,0.141,20867.79661,13469.90881,10889.00503,45226.71045
7,9.63,63.4,4.915,0.099,0.182,21203.38983,13750.75988,10970.05025,45924.19996
8,9.77,62.73,4.92,0.721,0.723,21978.30508,14031.61094,11300.0201,47309.93612
8,9.8,62.42,4.919,2.734,2.722,22808.13559,14418.23708,11398.43216,48624.80483000001
8,9.89,62.36,4.917,8.27,8.11,23442.71186,14928.87538,11311.59799,49683.18523
8,9.86,62.83,4.92,20.2,19.46,23997.9661,15282.67477,11548.94472,50829.58559
8,9.64,65.77,4.92,52.75,51.53,24791.18644,15676.59574,11815.23618,52283.01836
8,9.07,67.71,4.921,78.7,77.8,25334.23729,16376.8997,12023.63819,53734.77518
9,9.39,67.74,4.92,135.0,136.1,25724.74576,16599.3921,12434.65327,54758.791130000005
9,9.71,65.44,4.916,163.6,166.9,26054.23729,17248.63222,13100.38191,56403.25142
9,9.76,65.21,4.919,146.6,149.3,27543.05085,17854.10334,13505.60804,58902.76223
9,9.98,64.97,4.917,152.1,153.6,27567.45763,17781.15502,13893.46734,59242.07999
9,10.36,62.87,4.916,230.4,234.2,27012.20339,18364.74164,14246.59296,59623.537990000004
9,10.57,61.43,4.915,267.8,273.7,27451.52542,18849.84802,13604.0201,59905.393540000005
